title,link,no,district,area,price,amount,layout,three 
唐人中心C区,https://jn.ke.com/xiaoqu/45000000004033/,45000000004033,章丘,章丘市区,8429,2,,False
纬一路44号,https://jn.ke.com/xiaoqu/4510003531443326/,4510003531443326,市中,馆驿街,14789,1,2室0厅:59.27,False
劳动局宿舍,https://jn.ke.com/xiaoqu/4510794559615845/,4510794559615845,历城,七里河,13318,0,2室2厅:112.02,False
矿院路32号,https://jn.ke.com/xiaoqu/4510881814506785/,4510881814506785,天桥,堤口路,13200,3,2室0厅:54.91,False
经八路三彭里5号,https://jn.ke.com/xiaoqu/4511017562894766/,4511017562894766,市中,胜利大街,21000,0,,False
利农花园东区,https://jn.ke.com/xiaoqu/4511057945077/,4511057945077,历城,山大路,19089,1,,False
建工宿舍,https://jn.ke.com/xiaoqu/4511058191588/,4511058191588,历下,文化东路,29821,0,,False
清联花园,https://jn.ke.com/xiaoqu/4511058587758/,4511058587758,天桥,凤凰山,0,0,,False
兴旺家园,https://jn.ke.com/xiaoqu/4511059552540/,4511059552540,历城,汉峪,0,0,,False
长兴公寓,https://jn.ke.com/xiaoqu/4511059698974/,4511059698974,长清,长清,9144,4,,False
新黄路2460,https://jn.ke.com/xiaoqu/4511059830850/,4511059830850,天桥,泺口,9858,1,3室0厅:54.44,True
舜亿佳园,https://jn.ke.com/xiaoqu/4511059850571/,4511059850571,槐荫,腊山,6716,0,,False
段兴东路,https://jn.ke.com/xiaoqu/4511059947417/,4511059947417,槐荫,中大槐树,12752,0,3室1厅:72.86,True
金容花园春园,https://jn.ke.com/xiaoqu/4511100838256/,4511100838256,天桥,药山,6135,0,,False
金牛小区南区,https://jn.ke.com/xiaoqu/4511100846874/,4511100846874,天桥,无影山,12431,0,,False
小纬六路30号,https://jn.ke.com/xiaoqu/4511130656271997/,4511130656271997,市中,大观园,15971,0,,False
七里山路21号,https://jn.ke.com/xiaoqu/4511743386676838/,4511743386676838,市中,七里山,14690,2,,False
洪家楼南路17-1号,https://jn.ke.com/xiaoqu/4511748391792057/,4511748391792057,历城,山大路,17910,0,3室2厅:102.86,True
经六路165-1,https://jn.ke.com/xiaoqu/4512065847127870/,4512065847127870,市中,经五路,16591,0,,False
海辰大厦,https://jn.ke.com/xiaoqu/4512266871730569/,4512266871730569,历下,佛山街,14610,2,2室1厅:126,False
花园路57号,https://jn.ke.com/xiaoqu/4513355358367155/,4513355358367155,历城,祝甸,15011,1,,False
海尔绿城中央广场,https://jn.ke.com/xiaoqu/4516522308519984/,4516522308519984,历下,奥体中心,0,0,,False
title,link,no,district,area,price,amount,layout,three
胜利庄路13号,https://jn.ke.com/xiaoqu/4511058396379/,4511058396379,天桥,堤口路,11206,2,,False
八涧堡小区,https://jn.ke.com/xiaoqu/4511059118576/,4511059118576,历下,盛福,0,0,,False
振华银苑,https://jn.ke.com/xiaoqu/4511059273766/,4511059273766,天桥,水屯,0,0,,False
袁庄社区,https://jn.ke.com/xiaoqu/4511059412862/,4511059412862,天桥,泺口,7688,0,,False
南康新居,https://jn.ke.com/xiaoqu/4511059577585/,4511059577585,市中,二环南路,0,0,,False
北徐花园,https://jn.ke.com/xiaoqu/4511059738623/,4511059738623,天桥,盖家沟,0,0,,False
张庄路106号,https://jn.ke.com/xiaoqu/4511059989737/,4511059989737,槐荫,中大槐树,13534,3,,False
永达时代佳苑,https://jn.ke.com/xiaoqu/4511060355624/,4511060355624,槐荫,世购,7274,0,,False
泺安五街一号院,https://jn.ke.com/xiaoqu/4511100811927/,4511100811927,天桥,泺口,13850,0,2室1厅:57.57,False
西工商河路26号,https://jn.ke.com/xiaoqu/4511401808326198/,4511401808326198,天桥,长途汽车站,12833,0,2室0厅:50,False
农干院路580号,https://jn.ke.com/xiaoqu/4512443256631697/,4512443256631697,历城,祝甸,13378,1,2室2厅:122.44,False
柳子剧团宿舍,https://jn.ke.com/xiaoqu/4513373427167116/,4513373427167116,历城,洪家楼,16741,1,,False
无影山路154号,https://jn.ke.com/xiaoqu/4515866810894937/,4515866810894937,天桥,无影山,20170,2,2室1厅:61.97,False
解放东路65号,https://jn.ke.com/xiaoqu/4516362364220062/,4516362364220062,历下,姚家,18983,0,,False
济南四十六中宿舍,https://jn.ke.com/xiaoqu/4520020749283399/,4520020749283399,天桥,长途汽车站,13788,2,,False
济泺路95号,https://jn.ke.com/xiaoqu/4520022667596340/,4520022667596340,天桥,标山,15250,3,3室2厅:133.34,True
经七纬四路186号,https://jn.ke.com/xiaoqu/4520022919358890/,4520022919358890,市中,岔路街,18426,0,,False
堤口路14号,https://jn.ke.com/xiaoqu/4520031594807022/,4520031594807022,天桥,堤口路,15517,0,3室1厅:109.7,True
徐家花园87号院,https://jn.ke.com/xiaoqu/4520032025951556/,4520032025951556,历下,佛山街,17037,1,3室0厅:65.93,True
山大路34号,https://jn.ke.com/xiaoqu/4520033691832277/,4520033691832277,历城,山大路,14858,1,,False
金如意花园南区,https://jn.ke.com/xiaoqu/4520034299159688/,4520034299159688,章丘,章丘市区,10204,5,3室2厅:129.16,True
文化西路22号,https://jn.ke.com/xiaoqu/4520036058417618/,4520036058417618,历下,文化西路,16413,1,,False
长泰,https://jn.ke.com/xiaoqu/4520037387275656/,4520037387275656,长清,长清,9162,7,,False
黄台南路75号,https://jn.ke.com/xiaoqu/4520037514184048/,4520037514184048,历下,花园路,18055,3,,False
外贸冷藏厂宿舍,https://jn.ke.com/xiaoqu/4520040128812437/,4520040128812437,历城,还乡店,13692,2,,False
济南首创安泰西城国际,https://jn.ke.com/xiaoqu/4520043229090532/,4520043229090532,长清,长清,7612,4,,False
绿地国际博览城,https://jn.ke.com/xiaoqu/4520043372789061/,4520043372789061,济阳,济阳,0,0,,False
绿地国际城樱花明都,https://jn.ke.com/xiaoqu/4520045275330477/,4520045275330477,市中,二环南路,0,0,,False
纬五路67号,https://jn.ke.com/xiaoqu/457014482194846/,457014482194846,市中,火车站,15349,2,,False
塘子街14号,https://jn.ke.com/xiaoqu/457425612067094/,457425612067094,市中,馆驿街,13053,1,1室1厅:30.29,False
title,link,no,district,area,price,amount,layout,three
经九路1号,https://jn.ke.com/xiaoqu/4517973612939993/,4517973612939993,市中,胜利大街,22871,0,,False
山大南路6-2号,https://jn.ke.com/xiaoqu/4518204186653203/,4518204186653203,历城,甸柳,17835,1,3室2厅:105,True
南辛庄街215号,https://jn.ke.com/xiaoqu/4520026618231522/,4520026618231522,槐荫,儿童医院,10652,0,3室1厅:88.99,True
新城和昌湖畔樾山,https://jn.ke.com/xiaoqu/4520029615291935/,4520029615291935,章丘,章丘市区,8520,0,,False
千佛山东路10号,https://jn.ke.com/xiaoqu/4520030767188632/,4520030767188632,历下,千佛山,0,0,,False
绿地城市大脑数字产业小镇,https://jn.ke.com/xiaoqu/4520031777293774/,4520031777293774,历城,唐冶,9359,11,,False
千佛山东路21号,https://jn.ke.com/xiaoqu/4520033428419043/,4520033428419043,历下,千佛山,0,0,,False
闻韶苑,https://jn.ke.com/xiaoqu/4520034649611470/,4520034649611470,济阳,济阳,7769,5,,False
工商局宿舍(章丘区),https://jn.ke.com/xiaoqu/4520035145758874/,4520035145758874,章丘,章丘市区,12679,0,,False
唐冶中心,https://jn.ke.com/xiaoqu/4520035930256691/,4520035930256691,历城,唐冶,8668,9,,False
三彭里5号,https://jn.ke.com/xiaoqu/4520036755897008/,4520036755897008,市中,南上山街,21003,2,,False
诺德名府,https://jn.ke.com/xiaoqu/4520037831771747/,4520037831771747,章丘,章丘市区,15065,3,,False
海信天辰九号,https://jn.ke.com/xiaoqu/4520038745399699/,4520038745399699,高新,世纪大道,0,1,,False
建国小经五路38号,https://jn.ke.com/xiaoqu/4520040006150019/,4520040006150019,市中,胜利大街,39164,1,,False
恒大悦珑台,https://jn.ke.com/xiaoqu/4520040294472597/,4520040294472597,章丘,章丘,7187,0,,False
国防宾馆宿舍,https://jn.ke.com/xiaoqu/4520040402514063/,4520040402514063,历下,东关,18917,2,,False
碧桂园凤凰中心,https://jn.ke.com/xiaoqu/4520040846208531/,4520040846208531,高新,汉峪,0,0,,False
孙村小区,https://jn.ke.com/xiaoqu/4520041031844910/,4520041031844910,历城,经十东路,0,0,,False
九曲祥盛苑,https://jn.ke.com/xiaoqu/4520041787961812/,4520041787961812,市中,二环南路,0,0,,False
麟趾巷,https://jn.ke.com/xiaoqu/4520042066890626/,4520042066890626,市中,趵突泉,19981,3,,False
明珠秀冠花园,https://jn.ke.com/xiaoqu/4520042370072843/,4520042370072843,章丘,章丘,5488,2,2室2厅:95,False
齐鲁涧桥维多利亚商业广场,https://jn.ke.com/xiaoqu/4520045694796400/,4520045694796400,章丘,章丘市区,8929,5,,False
历城职业中专教工住宅楼,https://jn.ke.com/xiaoqu/4520051453529115/,4520051453529115,历城,唐冶,7792,0,,False
祥生中央华府·瑞和园,https://jn.ke.com/xiaoqu/4520055828699698/,4520055828699698,济阳,济阳,8286,0,,False
南新街51号,https://jn.ke.com/xiaoqu/457104268873484/,457104268873484,历下,佛山街,20934,2,2室1厅:68.43,False
环保科技园,https://jn.ke.com/xiaoqu/457170665493186/,457170665493186,高新,奥体中路,12431,0,,False
经一路190号,https://jn.ke.com/xiaoqu/457465843307458/,457465843307458,槐荫,西市场,12604,3,,False
大生里,https://jn.ke.com/xiaoqu/457484175823865/,457484175823865,槐荫,西市场,14903,2,,False
甸柳集团宿舍,https://jn.ke.com/xiaoqu/457512746897763/,457512746897763,历城,甸柳,15509,1,3室2厅:140,True
中建文化广场,https://jn.ke.com/xiaoqu/457623967781111/,457623967781111,历下,燕山,0,0,,False
title,link,no,district,area,price,amount,layout,three
恒大世纪广场,https://jn.ke.com/xiaoqu/456943005749604/,456943005749604,槐荫,西客站,13656,48,3室1厅:93.78,True
未来城,https://jn.ke.com/xiaoqu/457172972097139/,457172972097139,高新,国际会展中心,14307,83,2室2厅:90.3,False
中海国际御山华府东区,https://jn.ke.com/xiaoqu/4511059545973/,4511059545973,市中,二环南路,17800,58,2室2厅:81.11,False
万科幸福里,https://jn.ke.com/xiaoqu/456945018753103/,456945018753103,历城,济钢,14961,65,3室2厅:93.17,True
路劲御景城,https://jn.ke.com/xiaoqu/4511100855786/,4511100855786,槐荫,中大槐树,17153,116,2室1厅:94.94,False
丰奥嘉园北区,https://jn.ke.com/xiaoqu/4511059358143/,4511059358143,高新,奥体中路,17672,28,3室2厅:135.26,True
盛福花园,https://jn.ke.com/xiaoqu/4511059119632/,4511059119632,历下,盛福,16530,97,2室1厅:70.89,False
鑫苑世家公馆,https://jn.ke.com/xiaoqu/456945714221768/,456945714221768,槐荫,西客站,16264,95,3室1厅:96.31,True
鲁商凤凰城,https://jn.ke.com/xiaoqu/457600328945250/,457600328945250,历城,唐冶,13286,82,2室2厅:86.77,False
海亮艺术华府,https://jn.ke.com/xiaoqu/456964030222374/,456964030222374,槐荫,西客站,14426,66,2室2厅:86.32,False
匡山小区,https://jn.ke.com/xiaoqu/4511058367192/,4511058367192,槐荫,匡山区,13079,275,2室1厅:64.74,False
金汇瀚玉城,https://jn.ke.com/xiaoqu/457354489516225/,457354489516225,历城,汉峪,26761,32,2室2厅:91.36,False
涵玉翠岭,https://jn.ke.com/xiaoqu/4511059475522/,4511059475522,历城,汉峪,19150,54,3室2厅:149,True
舜玉小区南区,https://jn.ke.com/xiaoqu/4511060540696/,4511060540696,市中,舜玉区,16206,214,3室1厅:85.49,True
绿地中央广场三区,https://jn.ke.com/xiaoqu/4511058392493/,4511058392493,槐荫,西客站,13333,65,2室1厅:92.66,False
保利中心华府,https://jn.ke.com/xiaoqu/456945202253799/,456945202253799,槐荫,西市场,15012,147,3室2厅:116.34,True
龙湖名景台,https://jn.ke.com/xiaoqu/456945828516368/,456945828516368,槐荫,西客站,17660,67,3室2厅:131.33,True
凤栖第,https://jn.ke.com/xiaoqu/4511059123875/,4511059123875,历城,建筑大学,15932,91,2室1厅:86.86,False
青年居易,https://jn.ke.com/xiaoqu/4511058405497/,4511058405497,天桥,凤凰山,13402,177,1室1厅:54.91,False
巴黎花园,https://jn.ke.com/xiaoqu/4511059276692/,4511059276692,天桥,馆驿街,18620,52,1室1厅:62.14,False
海尔绿城全运村锦兰园,https://jn.ke.com/xiaoqu/4515710271606567/,4515710271606567,历下,奥体中心,33835,29,4室2厅:175,False
文华园,https://jn.ke.com/xiaoqu/4511057900964/,4511057900964,历下,文化东路,27846,31,1室1厅:56.42,False
万科麓山,https://jn.ke.com/xiaoqu/4520028377608230/,4520028377608230,高新,齐鲁软件园,25876,24,3室1厅:97.48,True
名士豪庭2区,https://jn.ke.com/xiaoqu/4511058341278/,4511058341278,历下,浆水泉区,26752,55,3室2厅:150.26,True
鲁能领秀城UP街区,https://jn.ke.com/xiaoqu/457419659038612/,457419659038612,市中,领秀城,23838,62,2室2厅:98.2,False
恒大奥东新都,https://jn.ke.com/xiaoqu/456966665294116/,456966665294116,历下,凤山路,15952,52,4室2厅:147.6,False
新东方花园,https://jn.ke.com/xiaoqu/4511059366503/,4511059366503,高新,康虹路,15735,37,3室2厅:138.42,True
万达华府,https://jn.ke.com/xiaoqu/4520035958806626/,4520035958806626,高新,国际会展中心,19401,48,3室2厅:125.08,True
中建文化城,https://jn.ke.com/xiaoqu/4511058205927/,4511058205927,历下,燕山,32203,55,2室2厅:90.03,False
汉峪海风,https://jn.ke.com/xiaoqu/457353513029884/,457353513029884,历城,汉峪,20479,31,2室2厅:90.53,False
title,link,no,district,area,price,amount,layout,three
德裕家园一区,https://jn.ke.com/xiaoqu/457511279939175/,457511279939175,槐荫,西市场,14858,109,3室2厅:109.99,True
中海国际尚湖央邸,https://jn.ke.com/xiaoqu/457418327084199/,457418327084199,市中,二环南路,19439,36,4室2厅:164.19,False
保利海德公馆,https://jn.ke.com/xiaoqu/456944705491692/,456944705491692,历城,祝甸,19196,78,2室2厅:82.56,False
燕柳园,https://jn.ke.com/xiaoqu/4511058174490/,4511058174490,历下,甸柳,28811,34,3室2厅:116.65,True
中海国际社区,https://jn.ke.com/xiaoqu/456950931672359/,456950931672359,市中,二环南路,23947,21,3室2厅:94.87,True
新世界阳光花园东区,https://jn.ke.com/xiaoqu/4511060448142/,4511060448142,槐荫,和谐广场,20122,107,3室2厅:91.35,True
中海国际雍景郡,https://jn.ke.com/xiaoqu/457418022472845/,457418022472845,市中,二环南路,18092,61,2室2厅:96.54,False
济南市公安局宿舍,https://jn.ke.com/xiaoqu/4511059959566/,4511059959566,市中,泉景卧龙区,22141,36,2室2厅:107.92,False
铁路南苑小区,https://jn.ke.com/xiaoqu/4511059583588/,4511059583588,市中,二环南路,15270,135,2室2厅:104.27,False
建大小区,https://jn.ke.com/xiaoqu/4511059127193/,4511059127193,历城,建筑大学,28686,76,3室2厅:95,True
新城香溢紫郡,https://jn.ke.com/xiaoqu/456945549070999/,456945549070999,历城,王舍人,14497,27,3室2厅:97.89,True
香桔市,https://jn.ke.com/xiaoqu/457442823656038/,457442823656038,槐荫,营市街,14142,106,1室1厅:44.09,False
福景佳苑一期,https://jn.ke.com/xiaoqu/458055163728526/,458055163728526,市中,二环南路,19078,62,3室2厅:150.44,True
万象新天哈佛郡,https://jn.ke.com/xiaoqu/4520029412968927/,4520029412968927,历城,王舍人,13738,81,2室2厅:91.12,False
康桥颐东,https://jn.ke.com/xiaoqu/457171822333662/,457171822333662,高新,奥体中路,23374,27,2室1厅:89.69,False
乐山小区,https://jn.ke.com/xiaoqu/4511058741522/,4511058741522,市中,南上山街,30255,145,2室1厅:46.93,False
绿地中央广场四区,https://jn.ke.com/xiaoqu/4510114284925622/,4510114284925622,槐荫,西客站,13024,43,2室1厅:97.77,False
银丰花园,https://jn.ke.com/xiaoqu/457008869166878/,457008869166878,市中,十六里河,21855,82,2室2厅:108.62,False
美里新居,https://jn.ke.com/xiaoqu/4511057977375/,4511057977375,槐荫,美里湖,12397,182,2室2厅:75.79,False
京鲁山庄,https://jn.ke.com/xiaoqu/4511059520674/,4511059520674,市中,二环南路,15179,75,2室2厅:98.49,False
银丰唐郡紫薇园,https://jn.ke.com/xiaoqu/4515232247040896/,4515232247040896,历城,唐冶,13938,79,2室2厅:88.36,False
世纪佳园,https://jn.ke.com/xiaoqu/4511060478353/,4511060478353,市中,建设路,17335,45,2室2厅:88.31,False
中垠雅苑,https://jn.ke.com/xiaoqu/457349908811627/,457349908811627,高新,齐鲁软件园,22977,20,3室2厅:104.77,True
鲁能领秀城中央公园西三区,https://jn.ke.com/xiaoqu/4511059651771/,4511059651771,市中,领秀城,27456,42,3室2厅:111.43,True
闵子骞路,https://jn.ke.com/xiaoqu/458600565067730/,458600565067730,历城,洪家楼,18277,144,3室1厅:76,True
鑫源山庄,https://jn.ke.com/xiaoqu/4511059526548/,4511059526548,历下,旅游路,29847,11,3室2厅:131.46,True
恒大滨河左岸,https://jn.ke.com/xiaoqu/4513691167715700/,4513691167715700,天桥,盖家沟,11520,192,3室2厅:99.1,True
颐馨苑,https://jn.ke.com/xiaoqu/4511059514771/,4511059514771,历下,奥体中心,31086,5,4室2厅:183.1,False
外海西子城市花园,https://jn.ke.com/xiaoqu/4511057921778/,4511057921778,槐荫,匡山区,12762,40,2室2厅:90.01,False
黄金时代,https://jn.ke.com/xiaoqu/4511059513358/,4511059513358,高新,齐鲁软件园,18700,102,1室1厅:52.01,False
title,link,no,district,area,price,amount,layout,three
鲁能领秀城中央公园,https://jn.ke.com/xiaoqu/4511059645626/,4511059645626,市中,领秀城,25384,86,2室2厅:89,False
花园小镇,https://jn.ke.com/xiaoqu/456943583776087/,456943583776087,历下,化纤厂路,19653,40,3室2厅:95.97,True
名悦山庄,https://jn.ke.com/xiaoqu/456963263451026/,456963263451026,历下,旅游路,31137,19,3室2厅:128,True
重汽翡翠郡南区,https://jn.ke.com/xiaoqu/4511058068048/,4511058068048,天桥,长途汽车站,20995,234,3室2厅:145.36,True
海尔绿城全运村桂花园,https://jn.ke.com/xiaoqu/4511058967092/,4511058967092,历下,奥体中心,30237,25,4室2厅:141.73,False
中海国际御峰官邸,https://jn.ke.com/xiaoqu/459183846477484/,459183846477484,市中,二环南路,17599,86,2室1厅:94.36,False
鑫苑名家,https://jn.ke.com/xiaoqu/4511059264653/,4511059264653,天桥,水屯,15921,234,3室2厅:143.38,True
盛世名门,https://jn.ke.com/xiaoqu/4511059376780/,4511059376780,天桥,北园大街,15337,113,3室1厅:103.83,True
恒大城二期,https://jn.ke.com/xiaoqu/4520050070080517/,4520050070080517,历城,王舍人,14224,86,3室2厅:108.86,True
鲁能领秀公馆,https://jn.ke.com/xiaoqu/456946510613611/,456946510613611,市中,领秀城,21391,108,4室2厅:165.28,False
三盛国际公园,https://jn.ke.com/xiaoqu/457352383452100/,457352383452100,历城,汉峪,22839,23,2室2厅:91.79,False
中国铁建国际城,https://jn.ke.com/xiaoqu/4511059940287/,4511059940287,历下,茂岭山,26794,9,2室2厅:95.45,False
中海奥龙觀邸,https://jn.ke.com/xiaoqu/4511059559258/,4511059559258,高新,汉峪,27751,81,4室3厅:288,False
恒大名都,https://jn.ke.com/xiaoqu/4511058976297/,4511058976297,历城,唐冶,13719,137,3室2厅:116.42,True
中海国际熙岸东区,https://jn.ke.com/xiaoqu/4511059538600/,4511059538600,市中,二环南路,19146,104,2室2厅:85.17,False
济发泉星,https://jn.ke.com/xiaoqu/4511058394265/,4511058394265,天桥,长途汽车站,15413,121,3室2厅:152.58,True
德润天玺西区,https://jn.ke.com/xiaoqu/456946815224945/,456946815224945,历城,汉峪,21482,40,2室2厅:92,False
官扎营新区,https://jn.ke.com/xiaoqu/457011763498747/,457011763498747,天桥,堤口路,14723,146,3室1厅:91.09,True
海信贤文世家,https://jn.ke.com/xiaoqu/457352893320943/,457352893320943,高新,奥体中路,22108,10,2室1厅:80.59,False
中海国际熙岸西区,https://jn.ke.com/xiaoqu/4511059543543/,4511059543543,市中,二环南路,17848,96,2室2厅:87.06,False
中建国熙台,https://jn.ke.com/xiaoqu/456963497284585/,456963497284585,历下,山大路,27932,24,3室2厅:139.16,True
中海天悦府,https://jn.ke.com/xiaoqu/457349908811599/,457349908811599,高新,齐鲁软件园,22231,34,3室2厅:125.8,True
泰悦赫府,https://jn.ke.com/xiaoqu/4520046520183287/,4520046520183287,历下,化纤厂路,20590,35,3室2厅:125.51,True
西城济水上苑,https://jn.ke.com/xiaoqu/456945011936363/,456945011936363,槐荫,西客站,13659,175,3室2厅:142.08,True
新生活家园北区,https://jn.ke.com/xiaoqu/457461250281775/,457461250281775,高新,康虹路,19005,85,2室1厅:97.78,False
鑫苑碧水尚景,https://jn.ke.com/xiaoqu/4511058408143/,4511058408143,天桥,长途汽车站,17874,46,3室1厅:93.2,True
盛世花城,https://jn.ke.com/xiaoqu/457172307825602/,457172307825602,高新,国际会展中心,17695,59,3室2厅:136,True
华润中央公园,https://jn.ke.com/xiaoqu/4511100788550/,4511100788550,市中,兴隆,21113,117,车位:32.34,False
鲁能康桥,https://jn.ke.com/xiaoqu/4511059152951/,4511059152951,天桥,北园大街,16011,82,4室2厅:179.68,False
外海蝶泉山庄,https://jn.ke.com/xiaoqu/4511059607665/,4511059607665,市中,二环南路,18177,89,2室2厅:92.61,False
title,link,no,district,area,price,amount,layout,three
科苑小区北区,https://jn.ke.com/xiaoqu/4511059477697/,4511059477697,历下,祝甸,15281,73,3室1厅:110,True
外海中央花园一期,https://jn.ke.com/xiaoqu/4511059852760/,4511059852760,槐荫,腊山,14379,35,3室2厅:125.4,True
云世界天玺,https://jn.ke.com/xiaoqu/4520042699370521/,4520042699370521,天桥,水屯,17336,21,3室2厅:124.69,True
泺祥新区,https://jn.ke.com/xiaoqu/4511058404299/,4511058404299,天桥,长途汽车站,15481,35,2室1厅:72.65,False
中联花园,https://jn.ke.com/xiaoqu/4511057885396/,4511057885396,历下,环山,25070,1,3室2厅:103.97,True
济钢新村南区和东区,https://jn.ke.com/xiaoqu/4511058362446/,4511058362446,历城,济钢,12104,140,2室1厅:71.11,False
万盛园小区,https://jn.ke.com/xiaoqu/4511059895795/,4511059895795,天桥,堤口路,13866,34,3室2厅:124.15,True
六里山南路,https://jn.ke.com/xiaoqu/456941581783299/,456941581783299,市中,六里山区,14406,69,2室2厅:75.83,False
鲁能领秀城ParK街区,https://jn.ke.com/xiaoqu/4511059633713/,4511059633713,市中,领秀城,24747,8,3室2厅:139.51,True
骊园小区,https://jn.ke.com/xiaoqu/4511058362710/,4511058362710,天桥,无影山,11639,9,2室2厅:63.59,False
东方新天地,https://jn.ke.com/xiaoqu/4511060459977/,4511060459977,槐荫,西市场,15023,43,1室1厅:50.64,False
吉尔北苑,https://jn.ke.com/xiaoqu/4511060021531/,4511060021531,槐荫,南辛庄,19069,63,2室1厅:58.04,False
绿地泉景嘉园,https://jn.ke.com/xiaoqu/456944705491709/,456944705491709,槐荫,腊山,12550,42,3室1厅:112.32,True
万卷府,https://jn.ke.com/xiaoqu/4520036929961317/,4520036929961317,历城,王舍人,15039,16,3室2厅:107.66,True
东方天澍花园,https://jn.ke.com/xiaoqu/457602045989692/,457602045989692,历下,银座花园,27064,18,2室2厅:93.42,False
学府蓝山苑,https://jn.ke.com/xiaoqu/4511058227591/,4511058227591,历下,燕山,21512,32,2室1厅:69.21,False
省林业厅宿舍,https://jn.ke.com/xiaoqu/457460786287036/,457460786287036,历下,文化东路,26906,25,2室1厅:70,False
英雄山路90到92号,https://jn.ke.com/xiaoqu/457489656466648/,457489656466648,市中,七里山,13694,26,2室1厅:71.58,False
花园小区二区,https://jn.ke.com/xiaoqu/4511057902160/,4511057902160,历城,洪家楼,16725,28,2室0厅:53.72,False
无影山新村五区,https://jn.ke.com/xiaoqu/4511060278842/,4511060278842,天桥,无影山,12789,39,2室0厅:50.26,False
国华新经典,https://jn.ke.com/xiaoqu/4514574245940188/,4514574245940188,市中,兴隆,21660,12,3室2厅:139.46,True
海尔云世界滟澜公馆花园一区,https://jn.ke.com/xiaoqu/4520041832028685/,4520041832028685,天桥,水屯,16724,34,2室2厅:85.2,False
阳光100国际新城C区,https://jn.ke.com/xiaoqu/456946183197423/,456946183197423,槐荫,阳光100区,16807,19,3室2厅:105.84,True
重汽翡翠外滩,https://jn.ke.com/xiaoqu/456963944500794/,456963944500794,历城,黄台,17584,46,3室2厅:128.83,True
七里河路2-1号,https://jn.ke.com/xiaoqu/458328947183216/,458328947183216,历城,七里河,13623,27,2室1厅:92.97,False
绿地新都会,https://jn.ke.com/xiaoqu/456944902099807/,456944902099807,市中,十六里河,17356,15,2室2厅:89.55,False
富泉樱花苑,https://jn.ke.com/xiaoqu/457012063916377/,457012063916377,市中,玉函,14960,23,2室2厅:89.75,False
开元西区,https://jn.ke.com/xiaoqu/457575454362958/,457575454362958,历下,环山,23924,14,2室2厅:96.91,False
三箭瑞景苑,https://jn.ke.com/xiaoqu/457624208167304/,457624208167304,天桥,药山,17599,24,3室1厅:115.09,True
世家山水庭院,https://jn.ke.com/xiaoqu/458141917925604/,458141917925604,历下,旅游路,28986,26,3室2厅:122,True
title,link,no,district,area,price,amount,layout,three
泺安家园,https://jn.ke.com/xiaoqu/4511059289871/,4511059289871,天桥,泺口,11916,31,2室2厅:95.36,False
万达广场豪景苑,https://jn.ke.com/xiaoqu/4511100853522/,4511100853522,市中,万达广场,26819,9,3室1厅:237.13,True
洪山苑,https://jn.ke.com/xiaoqu/4511267844877497/,4511267844877497,历下,浆水泉区,29431,6,2室2厅:93,False
泉世界壹品,https://jn.ke.com/xiaoqu/457196149297333/,457196149297333,历城,济钢,12938,6,3室2厅:107.12,True
经十路17923号,https://jn.ke.com/xiaoqu/458191697235616/,458191697235616,历下,文化西路,25568,13,2室1厅:58.97,False
刘长山路24号,https://jn.ke.com/xiaoqu/456968622723378/,456968622723378,槐荫,阳光100区,16013,13,2室2厅:93.65,False
长盛小区南区一区,https://jn.ke.com/xiaoqu/458141295333063/,458141295333063,历下,东关,17658,32,2室2厅:108.46,False
华丰居,https://jn.ke.com/xiaoqu/4511058170772/,4511058170772,历下,姚家,20710,11,2室1厅:89.54,False
凤林小区南区,https://jn.ke.com/xiaoqu/4511059314854/,4511059314854,市中,万达广场,19799,26,2室2厅:76,False
山东省济南商贸学校宿舍,https://jn.ke.com/xiaoqu/4515121388416169/,4515121388416169,历下,凤山路,15893,14,2室2厅:70.57,False
齐鲁涧桥,https://jn.ke.com/xiaoqu/4520034286634714/,4520034286634714,章丘,章丘市区,8160,40,1室2厅:77.16,False
港澳花园,https://jn.ke.com/xiaoqu/456966517706250/,456966517706250,历下,燕山,24942,8,6室2厅:305,False
齐鲁骏园,https://jn.ke.com/xiaoqu/457424405943227/,457424405943227,市中,七里山,19010,14,3室2厅:152.72,True
王官庄小区一区,https://jn.ke.com/xiaoqu/457488483896911/,457488483896911,市中,泉景卧龙区,12856,16,2室1厅:68.18,False
姚家东区,https://jn.ke.com/xiaoqu/4511058347557/,4511058347557,历下,姚家,20334,1,2室2厅:70.42,False
龙岱花园小区,https://jn.ke.com/xiaoqu/4511059039349/,4511059039349,历城,全福区,11780,34,4室4厅:152.01,False
济南建苑花园,https://jn.ke.com/xiaoqu/4511060493304/,4511060493304,市中,建设路,16912,19,3室2厅:119.72,True
山东省医科院宿舍,https://jn.ke.com/xiaoqu/4513806529688529/,4513806529688529,历下,文化西路,26406,5,3室2厅:130.86,True
顺祥新区,https://jn.ke.com/xiaoqu/4511059523649/,4511059523649,槐荫,西市场,15336,30,2室2厅:80,False
清风河畔,https://jn.ke.com/xiaoqu/4520034635930215/,4520034635930215,历下,奥体中心,21610,11,2室2厅:90,False
历山路98号,https://jn.ke.com/xiaoqu/457513206173540/,457513206173540,历下,历东,26348,13,2室1厅:52.83,False
