title,link,no,district,area,price,amount,layout,three 
铁路玉函二区,https://jn.ke.com/xiaoqu/4511100905034/,4511100905034,市中,玉函,13802,39,2室1厅:51.99,False
重汽宿舍田庄东路8号院,https://jn.ke.com/xiaoqu/457424744108452/,457424744108452,天桥,无影山,14853,56,1室1厅:42,False
南华园,https://jn.ke.com/xiaoqu/458236242317081/,458236242317081,市中,玉函,15480,23,2室2厅:102.43,False
山水华府,https://jn.ke.com/xiaoqu/4520020798570248/,4520020798570248,历城,汉峪,29575,3,2室2厅:88.7,False
东领鉴筑,https://jn.ke.com/xiaoqu/458124404870409/,458124404870409,历下,茂岭山,18272,9,1室2厅:72.6,False
正大城市花园绿苑,https://jn.ke.com/xiaoqu/458322199072912/,458322199072912,历下,燕山,23947,8,3室2厅:149,True
德裕家园二区,https://jn.ke.com/xiaoqu/4510132940664778/,4510132940664778,槐荫,西市场,15850,31,2室1厅:59.83,False
国华东方美郡,https://jn.ke.com/xiaoqu/456963306966225/,456963306966225,市中,阳光舜城,39331,8,5室4厅:329.13,False
黄金99华府,https://jn.ke.com/xiaoqu/458435543061118/,458435543061118,历下,旅游路,32366,7,3室2厅:154.08,True
源鑫园,https://jn.ke.com/xiaoqu/4511057884739/,4511057884739,历下,环山,22603,8,3室2厅:105,True
洪山景苑,https://jn.ke.com/xiaoqu/458094330137656/,458094330137656,历下,浆水泉区,21905,12,3室1厅:140.54,True
益康家园,https://jn.ke.com/xiaoqu/4511058405541/,4511058405541,天桥,堤口路,13660,12,2室2厅:97.7,False
金羚嘉和馨园,https://jn.ke.com/xiaoqu/4511060449981/,4511060449981,槐荫,南辛庄,16962,20,3室2厅:105.34,True
省气象局宿舍,https://jn.ke.com/xiaoqu/4511100859886/,4511100859886,天桥,无影山,15635,18,3室1厅:76.88,True
山东高速·绿城·兰园,https://jn.ke.com/xiaoqu/4514577757097546/,4514577757097546,长清,长清大学城,10592,32,3室2厅:98.59,True
乐梦中心,https://jn.ke.com/xiaoqu/456950629421554/,456950629421554,槐荫,腊山,9628,131,2室1厅:54.86,False
玉函路111号,https://jn.ke.com/xiaoqu/457986529709527/,457986529709527,市中,七里山,19206,15,3室1厅:113,True
解放路9号,https://jn.ke.com/xiaoqu/458145792675834/,458145792675834,历下,甸柳,26907,15,3室1厅:67.19,True
万虹广场,https://jn.ke.com/xiaoqu/456944364179461/,456944364179461,历城,王舍人,9637,23,1室1厅:55.59,False
银丰山青苑,https://jn.ke.com/xiaoqu/459031478423713/,459031478423713,历城,唐冶,14520,33,2室1厅:93,False
东仓小区,https://jn.ke.com/xiaoqu/4511057852450/,4511057852450,历下,东关,18841,76,2室1厅:60.21,False
新世纪银苑,https://jn.ke.com/xiaoqu/4511060503036/,4511060503036,市中,玉函,18843,15,2室2厅:96,False
中国重汽嘉祥苑,https://jn.ke.com/xiaoqu/4511059904755/,4511059904755,天桥,堤口路,15070,18,2室2厅:99.98,False
小槐荫街9宿舍,https://jn.ke.com/xiaoqu/457441979552202/,457441979552202,槐荫,营市街,12553,20,2室2厅:76.53,False
佛山苑四区,https://jn.ke.com/xiaoqu/4511057865987/,4511057865987,历下,佛山街,23020,14,3室1厅:75,True
明湖太学苑,https://jn.ke.com/xiaoqu/457172203753027/,457172203753027,高新,康虹路,16107,7,2室2厅:88.11,False
title,link,no,district,area,price,amount,layout,three
盛景家园,https://jn.ke.com/xiaoqu/4511059489288/,4511059489288,历下,盛福,20833,63,3室1厅:142.04,True
恒大龙奥御苑,https://jn.ke.com/xiaoqu/459069538586636/,459069538586636,历下,奥体中心,25682,23,3室2厅:143.08,True
融汇爱都,https://jn.ke.com/xiaoqu/456966346265163/,456966346265163,市中,领秀城,16100,118,3室2厅:112.51,True
万科金域国际,https://jn.ke.com/xiaoqu/4513423725785809/,4513423725785809,高新,齐鲁软件园,21937,41,2室2厅:87,False
舜玉小区北区,https://jn.ke.com/xiaoqu/457444791571354/,457444791571354,市中,舜玉区,17334,158,2室1厅:66.88,False
海信慧园东区,https://jn.ke.com/xiaoqu/4511059363025/,4511059363025,高新,康虹路,17157,26,2室2厅:94.44,False
和信花园,https://jn.ke.com/xiaoqu/4511059294414/,4511059294414,天桥,馆驿街,14814,80,1室1厅:60,False
重汽翡翠郡北区,https://jn.ke.com/xiaoqu/4511058065467/,4511058065467,天桥,长途汽车站,26331,60,3室2厅:108,True
银座花园,https://jn.ke.com/xiaoqu/4511058349136/,4511058349136,历下,银座花园,26002,88,4室1厅:173.12,False
汇统花园,https://jn.ke.com/xiaoqu/4511060473387/,4511060473387,市中,建设路,16776,82,4室2厅:153.91,False
力高国际,https://jn.ke.com/xiaoqu/4511059364246/,4511059364246,历下,盛福,14577,78,3室2厅:131.43,True
鲁能领秀城公园世家,https://jn.ke.com/xiaoqu/4513666926211081/,4513666926211081,市中,领秀城,28986,30,3室2厅:140.4,True
阳光100国际新城K区,https://jn.ke.com/xiaoqu/4514916887283844/,4514916887283844,槐荫,阳光100区,18010,116,2室1厅:93.87,False
恒大帝景,https://jn.ke.com/xiaoqu/456942057573825/,456942057573825,历下,文化东路,33397,17,4室2厅:321.27,False
天福苑小区,https://jn.ke.com/xiaoqu/4511058402400/,4511058402400,天桥,无影山,12067,83,2室2厅:72.3,False
卢浮公馆,https://jn.ke.com/xiaoqu/4511060463463/,4511060463463,槐荫,西市场,21927,114,3室2厅:139.16,True
阳光100国际新城B区,https://jn.ke.com/xiaoqu/4514916683598965/,4514916683598965,槐荫,阳光100区,16248,61,2室1厅:88.55,False
中建锦绣蘭庭,https://jn.ke.com/xiaoqu/456963855371638/,456963855371638,槐荫,西客站,14525,49,3室2厅:106.26,True
天齐奥东花园,https://jn.ke.com/xiaoqu/456943583776088/,456943583776088,历城,建筑大学,15433,36,3室1厅:95,True
融汇城,https://jn.ke.com/xiaoqu/456966517706522/,456966517706522,市中,腊山,11705,65,2室2厅:84.02,False
中建新悦城,https://jn.ke.com/xiaoqu/457350664310735/,457350664310735,历城,济钢,13677,75,3室2厅:102.85,True
漫山香墅,https://jn.ke.com/xiaoqu/456950629421087/,456950629421087,市中,领秀城,34043,28,3室2厅:204.97,True
龙园,https://jn.ke.com/xiaoqu/4511059517137/,4511059517137,高新,齐鲁软件园,18499,43,3室2厅:160.5,True
鲁能领秀城A区,https://jn.ke.com/xiaoqu/4511059557786/,4511059557786,市中,领秀城,23766,57,2室2厅:95.73,False
荣祥花园,https://jn.ke.com/xiaoqu/4511059845991/,4511059845991,槐荫,腊山,12357,116,3室2厅:117.9,True
山钢新天地,https://jn.ke.com/xiaoqu/457415227494809/,457415227494809,高新,奥体中路,19108,28,3室2厅:91.76,True
汇展香格里拉,https://jn.ke.com/xiaoqu/4511059469556/,4511059469556,高新,国际会展中心,9902,267,2室1厅:71,False
舜奥华府南区,https://jn.ke.com/xiaoqu/4511059525037/,4511059525037,历城,汉峪,24817,33,2室2厅:97,False
三庆城市主人,https://jn.ke.com/xiaoqu/457599136452389/,457599136452389,历下,凤山路,17239,67,3室2厅:142.91,True
西苑翠景园,https://jn.ke.com/xiaoqu/457513076151212/,457513076151212,天桥,无影山,12000,113,2室2厅:72.32,False
title,link,no,district,area,price,amount,layout,three
经十路17398号,https://jn.ke.com/xiaoqu/457852093877341/,457852093877341,历下,千佛山,24389,0,3室2厅:148,True
千佛山西路28号,https://jn.ke.com/xiaoqu/458164286673752/,458164286673752,历下,千佛山,25970,7,3室2厅:136.9,True
经七路,https://jn.ke.com/xiaoqu/457426385391895/,457426385391895,槐荫,和谐广场,18489,45,2室1厅:65.88,False
南辛庄北街,https://jn.ke.com/xiaoqu/457438268641948/,457438268641948,槐荫,儿童医院,15289,4,3室0厅:70.13,True
南辛花园,https://jn.ke.com/xiaoqu/457739350724021/,457739350724021,槐荫,南辛庄,15466,26,2室1厅:61.7,False
山东警察学院山大路宿舍,https://jn.ke.com/xiaoqu/4511453889786372/,4511453889786372,历下,文化东路,28789,5,2室2厅:61.28,False
华润中心,https://jn.ke.com/xiaoqu/4514576820694401/,4514576820694401,历下,姚家,19255,37,1室1厅:34,False
领秀城,https://jn.ke.com/xiaoqu/4520034665324878/,4520034665324878,济阳,济阳,9840,2,,False
英雄山路201号,https://jn.ke.com/xiaoqu/457011589434631/,457011589434631,市中,玉函,16567,19,3室2厅:88,True
知山雅筑,https://jn.ke.com/xiaoqu/457036073423612/,457036073423612,市中,郎茂山,19222,7,2室2厅:77.25,False
十亩园东街11号,https://jn.ke.com/xiaoqu/457463456223278/,457463456223278,历下,青后,24441,11,2室1厅:56.87,False
兰亭鉴筑花园,https://jn.ke.com/xiaoqu/457643409165557/,457643409165557,槐荫,阳光100区,15208,35,2室1厅:86.5,False
达盛鑫苑,https://jn.ke.com/xiaoqu/4511057896464/,4511057896464,历下,山大路,17665,19,2室2厅:115,False
解放路5号,https://jn.ke.com/xiaoqu/4511059550733/,4511059550733,历下,甸柳,29629,4,2室2厅:93.03,False
六合居,https://jn.ke.com/xiaoqu/457012292242516/,457012292242516,市中,玉函,13964,11,4室2厅:135.86,False
山大路238,https://jn.ke.com/xiaoqu/4511058184786/,4511058184786,历下,文化东路,26026,30,1室1厅:34,False
山大洪楼校区第五宿舍,https://jn.ke.com/xiaoqu/4511058210923/,4511058210923,历城,七里河,19840,5,3室2厅:115.02,True
幸福苑,https://jn.ke.com/xiaoqu/4511059212878/,4511059212878,历城,还乡店,13252,46,2室2厅:97.87,False
西江华府,https://jn.ke.com/xiaoqu/4520029365752593/,4520029365752593,历下,旅游路,24672,0,3室2厅:138.64,True
洪苑小区,https://jn.ke.com/xiaoqu/457511367758226/,457511367758226,历城,祝甸,15802,45,2室1厅:62,False
花园庄小区,https://jn.ke.com/xiaoqu/4511057907310/,4511057907310,历下,山大路,18559,15,3室2厅:103.44,True
郎茂山一区,https://jn.ke.com/xiaoqu/456940536877153/,456940536877153,市中,郎茂山,12115,51,2室1厅:50.64,False
恒生望山,https://jn.ke.com/xiaoqu/456943281262543/,456943281262543,槐荫,匡山区,11892,37,3室2厅:136.07,True
西苑小区一区,https://jn.ke.com/xiaoqu/457575285281174/,457575285281174,天桥,无影山,12417,10,2室1厅:54.46,False
梁府小区一区,https://jn.ke.com/xiaoqu/458055073288638/,458055073288638,天桥,水屯,14619,31,1室1厅:44.82,False
闵子骞路108号,https://jn.ke.com/xiaoqu/458480055111129/,458480055111129,历下,甸柳,26543,5,2室1厅:45.47,False
建筑新村,https://jn.ke.com/xiaoqu/458868706135895/,458868706135895,历下,山大路,23123,5,2室0厅:47.6,False
融基竹园馨居,https://jn.ke.com/xiaoqu/4511058183626/,4511058183626,历下,文化东路,24433,8,2室2厅:108,False
堤口路153号,https://jn.ke.com/xiaoqu/4511058384738/,4511058384738,天桥,堤口路,11043,14,2室1厅:45.15,False
中刘家庄,https://jn.ke.com/xiaoqu/4511058947383/,4511058947383,天桥,馆驿街,14827,38,3室1厅:85.14,True
title,link,no,district,area,price,amount,layout,three
邦泰绿苑,https://jn.ke.com/xiaoqu/4511057879345/,4511057879345,历下,千佛山,26666,8,3室2厅:178.25,True
三箭瑞福苑一区,https://jn.ke.com/xiaoqu/4511058750640/,4511058750640,市中,南上山街,28193,43,2室1厅:62.52,False
玉函路35号,https://jn.ke.com/xiaoqu/458010689686759/,458010689686759,市中,英雄山,22062,21,2室1厅:76.03,False
冠华紫御台,https://jn.ke.com/xiaoqu/456962680181554/,456962680181554,历城,全福区,20372,29,2室2厅:86.38,False
建工燕东苑,https://jn.ke.com/xiaoqu/4511057942380/,4511057942380,历下,燕山,22524,22,3室2厅:137.6,True
大舜天成,https://jn.ke.com/xiaoqu/4511058180847/,4511058180847,历下,文化东路,21798,19,4室2厅:229.57,False
齐鲁世纪园,https://jn.ke.com/xiaoqu/4511059103646/,4511059103646,历城,七里河,14307,33,5室2厅:165.28,False
山景明珠花园,https://jn.ke.com/xiaoqu/4511060011292/,4511060011292,市中,郎茂山,15246,24,2室2厅:107.23,False
阳光舜城中区三区,https://jn.ke.com/xiaoqu/4511060033688/,4511060033688,市中,阳光舜城,18539,22,4室2厅:149.12,False
西苑小区四区,https://jn.ke.com/xiaoqu/4511058405090/,4511058405090,天桥,无影山,11554,37,2室2厅:81.11,False
中南名邸,https://jn.ke.com/xiaoqu/457421356682939/,457421356682939,市中,玉函,17293,26,2室2厅:93,False
青后小区四区,https://jn.ke.com/xiaoqu/458122289107757/,458122289107757,历下,青后,27962,24,3室1厅:92.56,True
数码港公寓,https://jn.ke.com/xiaoqu/4511057912943/,4511057912943,历下,山大路,19145,33,4室2厅:199,False
银丰唐郡荷花园,https://jn.ke.com/xiaoqu/456946510613767/,456946510613767,历城,唐冶,15140,25,2室2厅:92.37,False
舜玉花园,https://jn.ke.com/xiaoqu/457741057544066/,457741057544066,市中,舜玉区,21161,17,3室1厅:122.31,True
瑞驰舜耕上城,https://jn.ke.com/xiaoqu/457941583023906/,457941583023906,市中,玉函,19427,15,2室2厅:76.9,False
燕子山小区西区,https://jn.ke.com/xiaoqu/4511058197486/,4511058197486,历下,文化东路,27449,37,3室1厅:88,True
聚贤新区北区,https://jn.ke.com/xiaoqu/4511058772164/,4511058772164,天桥,馆驿街,16574,16,2室2厅:83.61,False
华阳新区,https://jn.ke.com/xiaoqu/4511059101087/,4511059101087,历下,化纤厂路,16806,22,2室1厅:84.91,False
营市东街,https://jn.ke.com/xiaoqu/457554393714077/,457554393714077,槐荫,儿童医院,15724,10,2室0厅:45.19,False
苏家小区,https://jn.ke.com/xiaoqu/4511059714676/,4511059714676,历城,王舍人,12013,6,2室2厅:71.71,False
昆仑街,https://jn.ke.com/xiaoqu/457581002380126/,457581002380126,槐荫,西市场,12875,66,3室0厅:56.13,True
玉函路39号,https://jn.ke.com/xiaoqu/457741090575311/,457741090575311,市中,英雄山,23209,16,2室2厅:91.51,False
陈庄大街,https://jn.ke.com/xiaoqu/457098775646004/,457098775646004,市中,二七新村,13720,47,2室0厅:47.3,False
南全福小区西区,https://jn.ke.com/xiaoqu/4511059051707/,4511059051707,历城,全福区,14096,56,3室2厅:129.5,True
宏泰小区,https://jn.ke.com/xiaoqu/4511057899942/,4511057899942,历下,文化东路,22416,19,3室2厅:120.01,True
紫香园,https://jn.ke.com/xiaoqu/4511058176404/,4511058176404,历下,甸柳,24782,9,2室1厅:83.24,False
泺源回民小区,https://jn.ke.com/xiaoqu/4511059263934/,4511059263934,市中,趵突泉,17436,53,2室1厅:51.82,False
万象新天剑桥郡,https://jn.ke.com/xiaoqu/4520031702859596/,4520031702859596,历城,王舍人,13380,35,3室2厅:100.4,True
映月紫云城,https://jn.ke.com/xiaoqu/456950629421186/,456950629421186,槐荫,南辛庄,18335,36,2室2厅:80.28,False
title,link,no,district,area,price,amount,layout,three
岔路街五区,https://jn.ke.com/xiaoqu/457853066432752/,457853066432752,市中,岔路街,15046,29,2室1厅:53.79,False
金銮花园,https://jn.ke.com/xiaoqu/458191697235224/,458191697235224,市中,火车站,13204,15,2室1厅:59.5,False
盖佳花园南一区,https://jn.ke.com/xiaoqu/4516029521315962/,4516029521315962,天桥,盖家沟,11364,27,3室1厅:109.02,True
趵突泉二区,https://jn.ke.com/xiaoqu/457031965626427/,457031965626427,历下,佛山街,20877,21,1室1厅:40.19,False
花园小区五区,https://jn.ke.com/xiaoqu/4511057906397/,4511057906397,历城,洪家楼,16341,29,2室0厅:49.65,False
明湖小区东区七区,https://jn.ke.com/xiaoqu/4511058186106/,4511058186106,历下,明湖区,23419,20,2室1厅:68.92,False
龙湖奥东11号,https://jn.ke.com/xiaoqu/4520034750218533/,4520034750218533,高新,汉峪,16522,26,1室1厅:58.95,False
英雄山路2号,https://jn.ke.com/xiaoqu/457483845783956/,457483845783956,市中,八一,33527,10,1室1厅:43.93,False
越秀园,https://jn.ke.com/xiaoqu/458052827238931/,458052827238931,市中,十六里河,27805,19,3室2厅:152.48,True
汇苑家园,https://jn.ke.com/xiaoqu/459544636051416/,459544636051416,市中,经五路,22063,20,1室0厅:11.51,False
南沙小区东区,https://jn.ke.com/xiaoqu/4511057988921/,4511057988921,槐荫,匡山区,11067,23,3室2厅:93.13,True
明湖小区东区五区,https://jn.ke.com/xiaoqu/4511058189375/,4511058189375,历下,明湖区,21464,30,1室1厅:46.22,False
四建美林苑,https://jn.ke.com/xiaoqu/4511058372173/,4511058372173,天桥,无影山,19415,20,3室2厅:143.47,True
黄屯小区五区,https://jn.ke.com/xiaoqu/4511058381508/,4511058381508,天桥,长途汽车站,13074,42,1室1厅:37.19,False
三箭银苑,https://jn.ke.com/xiaoqu/4511100852910/,4511100852910,市中,胜利大街,15836,24,2室2厅:147.96,False
黄屯小区六区,https://jn.ke.com/xiaoqu/457532357103552/,457532357103552,天桥,长途汽车站,13291,36,2室2厅:69.04,False
燕子山庄,https://jn.ke.com/xiaoqu/458573816942431/,458573816942431,历下,燕山,23272,2,4室2厅:201.69,False
七里山南村三区,https://jn.ke.com/xiaoqu/4511100792687/,4511100792687,市中,七里山,13182,39,3室1厅:73.54,True
历山路146号,https://jn.ke.com/xiaoqu/457741090575264/,457741090575264,历下,文化东路,23648,5,2室2厅:121.27,False
建元小区,https://jn.ke.com/xiaoqu/4511057853323/,4511057853323,历下,花园路,16631,30,1室1厅:36.89,False
华夏福地,https://jn.ke.com/xiaoqu/4514578118832807/,4514578118832807,历下,山大路,24176,1,,False
棋盘小区五区,https://jn.ke.com/xiaoqu/457425796879289/,457425796879289,历下,佛山街,22018,38,3室1厅:66,True
中铁诺德名城,https://jn.ke.com/xiaoqu/457647494942746/,457647494942746,章丘,章丘市区,9495,36,3室2厅:94.67,True
御景山墅,https://jn.ke.com/xiaoqu/459977455718058/,459977455718058,历下,姚家,32646,6,3室3厅:195.93,True
影壁后街,https://jn.ke.com/xiaoqu/4511058947106/,4511058947106,天桥,馆驿街,16794,8,3室1厅:101.28,True
公交花园,https://jn.ke.com/xiaoqu/4511059810915/,4511059810915,槐荫,腊山,11683,17,6室2厅:168.72,False
富雅园,https://jn.ke.com/xiaoqu/4511059949428/,4511059949428,槐荫,中大槐树,12361,13,3室2厅:153.57,True
阳光舜城中区六区,https://jn.ke.com/xiaoqu/4511060032840/,4511060032840,市中,阳光舜城,18262,11,3室1厅:120,True
天建天华园,https://jn.ke.com/xiaoqu/4511100816331/,4511100816331,天桥,堤口路,16676,12,2室2厅:97.46,False
鹊华天禧,https://jn.ke.com/xiaoqu/456966020420584/,456966020420584,历城,全福区,16938,8,3室1厅:120.05,True
title,link,no,district,area,price,amount,layout,three
绿地新都会,https://jn.ke.com/xiaoqu/456944902099807/,456944902099807,市中,十六里河,16836,16,2室2厅:89.55,False
南刘家庄,https://jn.ke.com/xiaoqu/4511058944873/,4511058944873,天桥,馆驿街,13792,76,1室1厅:41.18,False
舜山园,https://jn.ke.com/xiaoqu/457575958467252/,457575958467252,历下,环山,24808,12,2室2厅:88.23,False
鑫苑鑫中心,https://jn.ke.com/xiaoqu/456945549071277/,456945549071277,历城,七里河,12706,73,2室1厅:57.1,False
福景佳苑2期,https://jn.ke.com/xiaoqu/456950629421978/,456950629421978,市中,二环南路,19145,16,2室1厅:95.95,False
青年东路5号院,https://jn.ke.com/xiaoqu/457666750993104/,457666750993104,历下,文化西路,26811,12,3室0厅:65.74,True
名士mini公馆,https://jn.ke.com/xiaoqu/458101076938224/,458101076938224,历下,浆水泉区,12879,63,1室0厅:52.56,False
燕东秀府,https://jn.ke.com/xiaoqu/4511057954858/,4511057954858,历下,燕山,21449,6,4室2厅:275.26,False
舜耕路2至12号,https://jn.ke.com/xiaoqu/4512920958235449/,4512920958235449,历下,千佛山,25356,11,2室1厅:64.11,False
长安欣苑,https://jn.ke.com/xiaoqu/459484929085841/,459484929085841,历下,旅游路,27232,19,2室2厅:83.98,False
英雄山路78号,https://jn.ke.com/xiaoqu/457012084887409/,457012084887409,市中,七里山,14643,19,2室2厅:70.55,False
槐花园,https://jn.ke.com/xiaoqu/457486062211395/,457486062211395,槐荫,营市街,18811,25,1室2厅:62.36,False
东荷苑,https://jn.ke.com/xiaoqu/458051740126213/,458051740126213,历城,汉峪,28433,9,2室2厅:103.45,False
花园小区一区,https://jn.ke.com/xiaoqu/4511057906898/,4511057906898,历城,洪家楼,15657,40,2室1厅:57.72,False
北坦小区,https://jn.ke.com/xiaoqu/4511058755783/,4511058755783,天桥,馆驿街,15787,55,1室1厅:43.4,False
东篱花园,https://jn.ke.com/xiaoqu/4511059503237/,4511059503237,历城,济钢,13847,60,2室2厅:75.7,False
祥泰和院,https://jn.ke.com/xiaoqu/456945415639743/,456945415639743,历下,甸柳,29152,4,2室1厅:82.81,False
普利文东花园,https://jn.ke.com/xiaoqu/4511058182075/,4511058182075,历下,文化东路,23394,24,2室2厅:89.37,False
天长嘉园,https://jn.ke.com/xiaoqu/4511058373034/,4511058373034,天桥,匡山区,12390,20,2室2厅:99.6,False
金泉小区,https://jn.ke.com/xiaoqu/4511059255802/,4511059255802,天桥,泺口,11904,84,2室1厅:64.52,False
艾菲尔花园,https://jn.ke.com/xiaoqu/4511100795404/,4511100795404,槐荫,营市街,13002,26,2室2厅:126.15,False
万达广场达人界,https://jn.ke.com/xiaoqu/4511100853975/,4511100853975,市中,万达广场,12639,39,1室1厅:49.64,False
东兴花园,https://jn.ke.com/xiaoqu/4511057898622/,4511057898622,历城,山大路,16900,17,2室2厅:83.07,False
黄屯小区二区,https://jn.ke.com/xiaoqu/4511058362660/,4511058362660,天桥,长途汽车站,12957,39,2室1厅:65.56,False
无影山新村六区,https://jn.ke.com/xiaoqu/4511060280374/,4511060280374,天桥,长途汽车站,12500,32,2室0厅:46.5,False
群盛华城,https://jn.ke.com/xiaoqu/4511059519767/,4511059519767,槐荫,西市场,15223,58,1室1厅:34.29,False
东都国际广场,https://jn.ke.com/xiaoqu/4520035785644761/,4520035785644761,历城,还乡店,8917,63,1室1厅:40.61,False
腾骐冠宸花园,https://jn.ke.com/xiaoqu/4511059104406/,4511059104406,历城,祝甸,16692,18,2室1厅:68.52,False
茂新新区一区,https://jn.ke.com/xiaoqu/4511059297334/,4511059297334,天桥,馆驿街,15340,37,2室1厅:63.67,False
马鞍山路,https://jn.ke.com/xiaoqu/456942057574346/,456942057574346,市中,英雄山,34304,37,2室0厅:40,False
title,link,no,district,area,price,amount,layout,three
世茂国际广场,https://jn.ke.com/xiaoqu/457579157933154/,457579157933154,历下,泉城路,18054,58,1室1厅:60.59,False
大明湖泉馨居,https://jn.ke.com/xiaoqu/458099077829168/,458099077829168,历下,大明湖站,20260,10,3室2厅:96.31,True
阳光舜城中区八区,https://jn.ke.com/xiaoqu/4511060030309/,4511060030309,市中,阳光舜城,19017,12,2室1厅:118.01,False
七里山北村,https://jn.ke.com/xiaoqu/4511100790024/,4511100790024,市中,二七新村,14460,30,3室0厅:64.36,True
碧桂园翡翠雅郡北区,https://jn.ke.com/xiaoqu/4520041234249514/,4520041234249514,历城,经十东路,10946,12,3室2厅:130,True
同福小区,https://jn.ke.com/xiaoqu/457013732725169/,457013732725169,市中,大观园,38107,21,2室1厅:57.52,False
七里山路16号,https://jn.ke.com/xiaoqu/457014307081652/,457014307081652,市中,七里山,14357,24,2室2厅:71.37,False
德盛家园,https://jn.ke.com/xiaoqu/457418131788341/,457418131788341,市中,八一,19877,10,2室1厅:121.36,False
英雄山路150到220号,https://jn.ke.com/xiaoqu/457484210950778/,457484210950778,市中,七里山,14663,19,2室0厅:58.08,False
南全福南一区,https://jn.ke.com/xiaoqu/4511059048205/,4511059048205,历城,全福区,15199,15,1室1厅:53.16,False
万科龙湖城市之光,https://jn.ke.com/xiaoqu/4520022561661796/,4520022561661796,历城,济钢,14593,2,,False
龙湖春江悦茗,https://jn.ke.com/xiaoqu/4520023574999232/,4520023574999232,历城,唐冶,16089,1,,False
经六路（市中区）,https://jn.ke.com/xiaoqu/4520049065401189/,4520049065401189,市中,经五路,33125,70,2室2厅:87,False
振兴街小区,https://jn.ke.com/xiaoqu/457483575513583/,457483575513583,槐荫,和谐广场,15559,25,3室2厅:109.21,True
济大路15号,https://jn.ke.com/xiaoqu/457575847317893/,457575847317893,市中,舜玉区,23513,13,3室2厅:178,True
山大南路95号,https://jn.ke.com/xiaoqu/457741294783824/,457741294783824,历下,山大路,21934,11,2室2厅:98.8,False
制锦市制锦市街,https://jn.ke.com/xiaoqu/4511058731175/,4511058731175,天桥,制锦市,18246,30,2室0厅:49.91,False
天舒居,https://jn.ke.com/xiaoqu/458174638739571/,458174638739571,历城,山大路,17264,11,2室2厅:84.42,False
制锦市福祥街,https://jn.ke.com/xiaoqu/4511059261191/,4511059261191,市中,制锦市,16921,20,3室1厅:80,True
经纬嘉园,https://jn.ke.com/xiaoqu/4511059516348/,4511059516348,天桥,火车站,11368,0,,False
金牛王府庄园,https://jn.ke.com/xiaoqu/4511059715175/,4511059715175,天桥,标山,15327,25,2室2厅:85,False
杨北小区,https://jn.ke.com/xiaoqu/4511059733673/,4511059733673,历城,王舍人,12356,6,2室2厅:85.46,False
中建长清湖瀛园,https://jn.ke.com/xiaoqu/4511059926167/,4511059926167,长清,长清大学城,13347,50,3室2厅:152.6,True
南辛庄西路189到274号,https://jn.ke.com/xiaoqu/4513532260216588/,4513532260216588,市中,白马山,12318,71,2室2厅:107.97,False
子锋苑,https://jn.ke.com/xiaoqu/458233865458036/,458233865458036,历下,燕山,27240,8,3室2厅:182.86,True
七里山南村五区,https://jn.ke.com/xiaoqu/4511100793594/,4511100793594,市中,七里山,13047,52,3室1厅:61.58,True
区委五宿舍,https://jn.ke.com/xiaoqu/457035438510630/,457035438510630,市中,郎茂山,15305,19,2室2厅:99.37,False
汇东星座,https://jn.ke.com/xiaoqu/457467342508260/,457467342508260,历下,文化东路,19304,29,2室1厅:81.75,False
山东行政学院宿舍,https://jn.ke.com/xiaoqu/458348465901688/,458348465901688,历下,燕山,26856,7,3室2厅:149.14,True
舜清苑北区,https://jn.ke.com/xiaoqu/4511058588746/,4511058588746,天桥,联四,13631,46,3室1厅:95.17,True
title,link,no,district,area,price,amount,layout,three
龙湖水晶郦城,https://jn.ke.com/xiaoqu/4513667972952224/,4513667972952224,槐荫,西客站,17785,69,4室1厅:168.91,False
祥泰新河湾,https://jn.ke.com/xiaoqu/457416218660546/,457416218660546,高新,康虹路,16304,36,3室2厅:96.87,True
名士豪庭1区,https://jn.ke.com/xiaoqu/4511058334675/,4511058334675,历下,浆水泉区,26041,99,2室2厅:93.05,False
鲁能领秀城中央公园东区,https://jn.ke.com/xiaoqu/456941220025057/,456941220025057,市中,领秀城,25751,58,3室2厅:125.96,True
恒大金碧新城,https://jn.ke.com/xiaoqu/456943005749282/,456943005749282,槐荫,西客站,14111,79,3室2厅:105.18,True
海信慧园一区,https://jn.ke.com/xiaoqu/4511059465712/,4511059465712,高新,康虹路,17908,28,2室2厅:89.03,False
名泉春晓,https://jn.ke.com/xiaoqu/4511059886172/,4511059886172,天桥,堤口路,16578,158,1室1厅:37.9,False
恒大翡翠华庭,https://jn.ke.com/xiaoqu/456942057573963/,456942057573963,槐荫,西客站,14617,111,4室1厅:183.98,False
兴隆山庄,https://jn.ke.com/xiaoqu/4511059644524/,4511059644524,市中,兴隆,12581,132,2室2厅:93.38,False
中海御山首府,https://jn.ke.com/xiaoqu/4514595555339963/,4514595555339963,历城,华山,12716,96,2室2厅:94,False
东都尚城,https://jn.ke.com/xiaoqu/456950931672357/,456950931672357,历城,还乡店,14086,33,3室2厅:133.64,True
阳光100国际新城G区,https://jn.ke.com/xiaoqu/4511060450622/,4511060450622,槐荫,阳光100区,16612,217,3室2厅:139.52,True
富翔天地,https://jn.ke.com/xiaoqu/4511059097476/,4511059097476,历城,祝甸,17291,84,3室1厅:138.49,True
